doc_id,model_name,embedding
doc_000000,paraphrase-multilingual-MiniLM-L12-v2,"[-0.06650414317846298, 0.072853222489357, -0.017062995582818985, -0.03940937668085098, -0.025221724063158035, 0.0868513360619545, -0.07956483960151672, 0.004013733007013798, -0.023140747100114822, -0.07772446423768997, 0.018392181023955345, 0.004902212414890528, 0.021801481023430824, 0.003324758028611541, 0.01732134446501732, 0.00029940984677523375, -0.0068433708511292934, 0.0966239869594574, -0.005322717130184174, 0.008517766371369362, -0.01533590815961361, -0.00034828323987312615, -0.000993581721559167, -0.001182706095278263, 0.021710770204663277, -0.004209126345813274, 0.01373268198221922, -0.09406842291355133, -0.009293990209698677, -0.06457426398992538, 0.013323512859642506, 0.037025436758995056, 0.02333749830722809, -0.033155083656311035, -0.049327317625284195, 0.014232626184821129, -0.010103508830070496, 0.015744958072900772, -0.013529201038181782, 0.10796608775854111, -0.03759106248617172, 0.0772186741232872, -0.012470251880586147, 0.013676884584128857, 0.00800609402358532, -0.00973867904394865, 0.09054061025381088, 0.007097850553691387, 0.03728215768933296, -0.0781368613243103, -0.04197410121560097, 0.08485901355743408, -0.04275426268577576, -0.030144434422254562, -0.017767352983355522, -0.0036053508520126343, 0.025279399007558823, -0.0018029888160526752, -0.05398925393819809, -0.008595556020736694, -0.06656693667173386, -0.012087644077837467, -0.0372130423784256, 0.0050115929916501045, 0.002209956757724285, 0.015268544666469097, -0.019201429560780525, 0.044715411961078644, -0.03084307350218296, 0.10070870816707611, 0.015738943591713905, 0.03832351416349411, 0.000537175452336669, -0.061201807111501694, 0.04612339287996292, -0.02091274969279766, -0.0023167834151536226, -0.07374604791402817, -0.04213453829288483, -0.02847430482506752, 0.01311121042817831, -0.10106343775987625, -0.020482925698161125, 0.03798190504312515, -0.029767215251922607, 0.0033460797276347876, -0.06771865487098694, -0.022807320579886436, 0.005814006552100182, -0.025095591321587563, -0.014970429241657257, -0.07062851637601852, 0.0029060381930321455, -0.006180609576404095, 0.05993922799825668, 0.06064983829855919, 0.0521533228456974, -0.031137127429246902, 0.061548758298158646, 0.07092432677745819, -0.03275253251194954, -0.028065133839845657, 0.04112562537193298, -0.04959865286946297, 0.03531978279352188, -0.02537577599287033, 0.04626237228512764, -0.01443944126367569, 0.006413588300347328, -0.04360034689307213, -0.011293884366750717, -0.09310799092054367, 0.012279132381081581, -0.07593165338039398, 0.031797222793102264, -0.01690433733165264, 0.13196641206741333, -0.01951671950519085, -0.06539584696292877, -0.046975038945674896, -0.014352974481880665, 0.08555751293897629, 0.12020984292030334, 0.05046456307172775, -0.07248976826667786, -0.06825244426727295, -0.04861220344901085, 0.013959517702460289, 0.008263290859758854, -0.03201707825064659, 0.03018391877412796, 0.027890721336007118, -0.11178775131702423, -0.006848972290754318, 0.04790806770324707, 0.017807338386774063, 0.07439739257097244, -0.08391667157411575, 0.012232687324285507, 0.006779144052416086, 0.007790547329932451, -0.03793763369321823, -0.08418279886245728, -0.0010151657043024898, -0.00807633064687252, -0.0020109524484723806, 0.09522664546966553, -0.08629778027534485, 0.053217388689517975, -0.014132936485111713, 0.027218429371714592, 0.008079427294433117, 0.017468973994255066, 0.033018406480550766, 0.11041343957185745, -0.01930735446512699, 0.06237297132611275, 0.0031082520727068186, 0.010467666201293468, 0.024310879409313202, 0.023621125146746635, 0.024434462189674377, 0.010922827757894993, 0.07247338443994522, 0.03108971379697323, 0.06820610165596008, 0.05629522725939751, -0.06155284121632576, 0.030650822445750237, -0.039403755217790604, 0.06640230864286423, -0.00679131131619215, 0.014065850526094437, 0.13154904544353485, -0.03697653487324715, -0.07831841707229614, 0.004902796819806099, -0.07464069873094559, -0.023459618911147118, 0.013562893494963646, 0.04234595224261284, 0.010488815605640411, 0.019958412274718285, 0.080043263733387, -0.08667722344398499, 0.062222111970186234, -0.08581597357988358, 0.015219034627079964, 0.014963844791054726, 0.08053811639547348, -0.06475997716188431, -0.037348173558712006, 0.009922771714627743, -0.015374258160591125, -0.06721623986959457, 0.0007039173506200314, -0.08115130662918091, 0.041364967823028564, -0.086360402405262, 0.057022321969270706, -0.10921235382556915, 0.04959621652960777, 0.06101474538445473, -0.016031967476010323, -0.07422857731580734, -0.047281961888074875, -0.08116672188043594, -0.019853882491588593, 0.010089827701449394, 0.013030811212956905, 0.027608683332800865, 0.009038558229804039, -0.029297344386577606, -0.02835593745112419, 0.03518083691596985, 0.06466101109981537, 0.0015573692508041859, 0.04196830466389656, -0.0424908883869648, -0.03271294757723808, -0.025633933022618294, 0.044882092624902725, -0.018365181982517242, 0.03501395136117935, -0.04994518682360649, -0.03834293782711029, -0.06748160719871521, 0.0764055848121643, -0.020962845534086227, 0.06740132719278336, -0.13280470669269562, -0.024695085361599922, 0.08312597125768661, -0.033654410392045975, -0.003649926744401455, -0.061719655990600586, 0.042524147778749466, 0.036531608551740646, -0.04962551221251488, -0.001091661280952394, 0.00016305010649375618, -0.037013135850429535, -0.040322158485651016, 0.03165691718459129, -0.050104934722185135, -0.028393348678946495, -0.12958700954914093, -0.053721193224191666, -0.03660900145769119, -0.011777814477682114, 0.05579996481537819, 0.003458955092355609, -0.044548578560352325, 0.04832969978451729, 0.061830878257751465, 0.060590215027332306, -0.05484617128968239, 0.04454519972205162, -0.005216327961534262, 0.0882737934589386, -0.0037998908665031195, -0.004853560123592615, -0.05906565859913826, 0.001566710532642901, 0.023970073089003563, 0.0583522692322731, 0.004174958914518356, -0.06975951045751572, 0.09005868434906006, -0.005681403912603855, -0.09762175381183624, 0.04045110568404198, 0.024333713576197624, -0.032468605786561966, -0.05466233193874359, -0.021004568785429, 0.010170074179768562, -0.10597600042819977, -0.03576568514108658, -0.03384598717093468, 0.028237756341695786, -0.04886159300804138, 0.21158045530319214, -0.05639127641916275, 0.008323909714818, 0.030123531818389893, 0.003299461677670479, 0.057868052273988724, -0.10530772060155869, -0.024514785036444664, -0.11528530716896057, 0.03375494107604027, -0.006148011423647404, 0.02196701429784298, -0.020340215414762497, 0.04159462824463844, 0.006989086978137493, 0.007690653204917908, -0.037974245846271515, 0.1074729710817337, 0.026423227041959763, -0.01975553296506405, -0.07191348075866699, -0.09175899624824524, 0.03670875355601311, -0.1011589989066124, 0.015063789673149586, 0.010933778248727322, -0.024228433147072792, -0.01855163276195526, -0.03384559601545334, -0.04360064119100571, -0.006537015549838543, -0.009634559042751789, 0.025836613029241562, -0.04050888493657112, -0.023831937462091446, 0.03528500720858574, 0.03239959850907326, 0.001563013531267643, 0.018122805282473564, -0.016981065273284912, -0.0018264135578647256, 0.03832991421222687, 0.004808242432773113, 0.11767116189002991, -0.010285092517733574, -0.06404051184654236, -0.05462115257978439, 0.010430507361888885, -0.03912391513586044, 0.05618391931056976, -0.07325142621994019, 0.00642187986522913, -0.01630740612745285, 0.04081188514828682, -0.004061076790094376, -0.03356150910258293, 0.041604071855545044, 0.044966720044612885, 0.08719956874847412, -0.013931537047028542, 0.04993600770831108, -0.08257216215133667, 0.031840670853853226, 0.06083860248327255, -0.015256932005286217, 0.014109124429523945, 0.06181371212005615, -0.01859584078192711, -0.016632666811347008, 0.06921356171369553, -0.007744102738797665, -0.009946342557668686, 0.08530843257904053, -0.01637890189886093, -0.049961287528276443, 0.017060166224837303, 0.04321375489234924, 0.04733899235725403, -0.006044282112270594, 0.02692100964486599, 0.04529629647731781, -0.01565556786954403, 0.10576310008764267, 0.019058624282479286, 0.035542942583560944, 0.04762137308716774, 0.030687455087900162, 0.06584752351045609, -0.06590117514133453, 0.030909795314073563, 0.11725383251905441, -0.08628406375646591, 0.05625532567501068, 0.09892749041318893, 0.056579653173685074, -0.07346496731042862, -0.05288797616958618, -0.07165893912315369, -0.025437306612730026, 0.007163452450186014, -0.008623016998171806, 0.07086190581321716]"
doc_000001,paraphrase-multilingual-MiniLM-L12-v2,"[-0.038656000047922134, -0.032057102769613266, 0.09161706268787384, 0.047260113060474396, -0.013383566401898861, -0.0072147296741604805, -0.06095822528004646, 0.05481557920575142, -0.035911232233047485, -0.01689685694873333, 0.0018885328900068998, -0.08676754683256149, -0.03367473557591438, 0.0648198053240776, -0.005595991387963295, 0.026037156581878662, -0.018365120515227318, 0.008456858806312084, 0.06268760561943054, 0.11033023148775101, -0.04074301943182945, 0.0742768868803978, 0.04355954751372337, -0.034921422600746155, 0.008803978562355042, -0.03665229305624962, -0.05188557133078575, -0.0029463490936905146, -0.03897479176521301, -0.09528668969869614, 0.014691821299493313, -0.022276828065514565, 0.022390900179743767, -0.038681760430336, 0.04990965873003006, 0.12874506413936615, 0.06997780501842499, 0.031134959310293198, 0.0038394248113036156, 0.030288496986031532, -0.005476444493979216, -0.013861910440027714, 0.05956530570983887, 0.034092314541339874, -0.033175405114889145, -0.04389048367738724, -0.010826751589775085, 0.012980498373508453, -0.04070941358804703, 0.01619868353009224, -0.0023597977124154568, 0.005250849761068821, -0.05913189798593521, 0.025829922407865524, -0.025125708431005478, -0.01749776117503643, -0.034090861678123474, -0.04466612637042999, -0.015259820967912674, -0.03507746011018753, -0.03908752650022507, 0.001184824388474226, -0.040083929896354675, 0.07425549626350403, 0.10199539363384247, 0.010735372081398964, -0.08665812015533447, 0.04268817603588104, -0.10398823022842407, 0.022963235154747963, 0.07243992388248444, 0.026059351861476898, 0.0643029510974884, 0.017253205180168152, 0.06131763383746147, 9.725561540108174e-05, -0.0367278978228569, -0.01163388229906559, -0.0002946751774288714, -0.07392403483390808, -0.12604522705078125, 0.01671241596341133, -0.054845236241817474, 0.030516980215907097, -0.02408844418823719, 0.05847731977701187, 0.0035489199217408895, -0.0019981421064585447, -0.10527075082063675, 0.10586568713188171, -0.08827970176935196, -0.09386752545833588, 0.18192707002162933, 0.037495002150535583, 0.0011324031511321664, -0.026295874267816544, 0.0015862734289839864, -0.011880668811500072, 0.02487989328801632, -0.0006637282785959542, 0.02181420288980007, -0.026213012635707855, -0.04877082258462906, 0.01157853938639164, 0.09722097963094711, -0.022982070222496986, -0.0006778612732887268, -0.029590604826807976, 0.011521204374730587, -0.12868453562259674, 0.0077341473661363125, 0.04326138272881508, -0.02073279581964016, -0.07030320167541504, -0.03239710256457329, 0.027770252898335457, 0.045612212270498276, 0.02785038948059082, -0.04433706775307655, -0.0321771539747715, 0.04500117525458336, -0.02517007105052471, 0.09845691174268723, 0.03043435886502266, -0.04240703210234642, 0.0015396724920719862, -0.05552038922905922, -0.03627289459109306, 0.059608910232782364, -0.07143209129571915, 0.03352244570851326, 0.009867066517472267, 0.03890393301844597, -0.0057804398238658905, -0.04125366359949112, 0.03231292590498924, 0.05513189733028412, -0.04618667811155319, 0.0003788858884945512, 0.0361337810754776, 0.022952871397137642, 0.04326779767870903, -0.03049919568002224, -0.00011690371320582926, 0.0016745831817388535, -0.06397785991430283, -0.005568407941609621, -0.05785638466477394, 0.0014233664842322469, 0.15091516077518463, -0.009164229035377502, 0.02945578843355179, 0.004619533196091652, -0.06171484664082527, 0.0017561569111421704, -0.06436233967542648, 0.028704317286610603, 0.07144244760274887, -0.08121635764837265, -0.020582523196935654, 0.07361975312232971, 0.015435818582773209, -0.0016918035689741373, 0.029623519629240036, -0.06492670625448227, -0.029515862464904785, 0.011027711443603039, 0.022047212347388268, 0.0205796230584383, -0.012604450806975365, 0.022600119933485985, 0.03163108229637146, -0.019470220431685448, 0.0508316271007061, 0.036357417702674866, -0.04814861714839935, -0.050712328404188156, 0.030842453241348267, -0.049901437014341354, -0.03372121602296829, -0.038531914353370667, 0.0037811826914548874, -0.01700710318982601, -0.05056069791316986, 0.008247630670666695, 0.00021459412528201938, -0.05209698900580406, -0.006805165205150843, -0.02804196998476982, 0.05635879933834076, 0.0695098415017128, -0.04156741872429848, -0.04342895746231079, 0.05881594121456146, 0.05258886143565178, -0.0031043372582644224, 0.060006510466337204, 0.019557975232601166, -0.09032879769802094, -0.02442525513470173, -0.10963883996009827, -0.02181297540664673, 0.05117620900273323, -0.038338351994752884, 0.02266616001725197, -0.08169537037611008, -0.03829875588417053, 0.0005507462774403393, -0.07512978464365005, 0.06057579815387726, -0.05119608715176582, 0.042812347412109375, -0.07154782116413116, 0.05289369821548462, 0.005187203176319599, -0.09594205021858215, -0.016622629016637802, 0.06989328563213348, 0.0015533680561929941, -0.030969375744462013, 0.013839037157595158, -0.02186581864953041, -0.02213609404861927, -0.012640180997550488, 0.01654229685664177, -0.011247429065406322, -0.07440291345119476, -0.07728097587823868, -0.07597307115793228, 0.01859579235315323, -0.03969108313322067, -0.07062540203332901, -0.0005113070365041494, -0.08776741474866867, -0.17003726959228516, 0.03777167946100235, 0.017139233648777008, -0.003859636140987277, 0.02039540372788906, 0.043920762836933136, -0.12159822881221771, 0.0016524115344509482, -0.033639002591371536, 0.09161167591810226, -0.05029357597231865, -0.032947439700365067, -0.03029540926218033, 0.0028662467375397682, 0.0771898478269577, 0.09213690459728241, 0.09635935723781586, 0.058524686843156815, 0.06680383533239365, -0.04149683937430382, 0.042947918176651, 0.1489524245262146, 0.06296040862798691, -0.10642611980438232, -0.017713498324155807, 0.06294332444667816, -0.0007778543513268232, -0.02226868085563183, -0.01513978186994791, -0.026538506150245667, 0.12332873046398163, -0.04730340465903282, -0.015165578573942184, -0.03514200821518898, -0.07797028869390488, -0.035091597586870193, -0.07463598251342773, 0.03943858668208122, -0.028606688603758812, 0.03912121057510376, -0.06551551073789597, -0.08069515228271484, 0.00627438398078084, -0.041914813220500946, -0.03572458028793335, -0.01749795489013195, 0.004066872876137495, -0.07160371541976929, 0.08789993077516556, -0.022243008017539978, -0.04730192944407463, -0.01061296183615923, -0.011267470195889473, -0.0021285517141222954, -0.0347486212849617, -0.006038541905581951, 0.011403358541429043, -0.0235590822994709, -0.04924650862812996, -0.03037257306277752, -0.0195356085896492, 0.02509143017232418, -0.001827722997404635, 0.03508066385984421, -0.011457283981144428, 0.07211962342262268, 0.04371015727519989, -0.04535719379782677, 0.016921179369091988, 0.028497323393821716, -0.0021512480452656746, 0.05654403939843178, -0.03454801067709923, 0.03208067640662193, -0.001857312279753387, 0.048304080963134766, 0.022923210635781288, -0.02631717547774315, -0.014072165824472904, -0.06124631315469742, 0.08671028912067413, 0.0002843142719939351, 0.08072072267532349, -0.03509918972849846, 0.036264531314373016, -0.027074096724390984, -0.0019052880816161633, 0.1330990195274353, 0.01191159151494503, -0.0007767148199491203, -0.009911688044667244, -0.01423368789255619, -0.06614125519990921, 0.02176000364124775, 0.04304703325033188, 0.06088517606258392, 0.008756615221500397, 0.048909012228250504, -0.009044522419571877, -0.034266870468854904, -0.07038763165473938, 0.027511749416589737, -0.016245344653725624, 0.02129019796848297, -0.013040667399764061, 0.013605902902781963, 0.06444001197814941, -0.044492099434137344, -0.04195920377969742, 0.012070568278431892, -0.04339641332626343, 0.046939510852098465, 0.03929145261645317, -0.08678489178419113, 0.018065938726067543, 0.0843939557671547, 0.003609458450227976, 0.08758414536714554, -0.03214097023010254, 0.0021853316575288773, 0.016377074643969536, -0.03574644401669502, -0.04498050734400749, 0.029104651883244514, 0.06516991555690765, 0.05340218544006348, 0.08820091933012009, 0.04668206721544266, 0.05879863724112511, -0.024408159777522087, 0.0843411535024643, -0.018897227942943573, 0.054423827677965164, 0.03685276582837105, 0.03342629596590996, -0.029691597446799278, 0.019117288291454315, -0.031208690255880356, 0.07695738971233368, -0.04808614030480385, -0.0654560998082161, 0.0655951276421547, -0.003940388560295105, 0.048037368804216385, -0.003397645428776741, 0.02093421295285225, 0.12020917981863022, -0.06947219371795654, -0.007098616100847721, 0.01980062760412693]"
doc_000002,paraphrase-multilingual-MiniLM-L12-v2,"[-0.019194239750504494, -0.04191681370139122, 0.023964375257492065, 0.10417886078357697, 0.09150777757167816, 0.09420007467269897, -0.03680962324142456, -0.019386151805520058, -0.049502111971378326, -0.0014237002469599247, -0.002555242506787181, -0.028066689148545265, -0.05958837643265724, 0.033022139221429825, 0.0036924825981259346, 0.08519995957612991, -0.01748541183769703, 0.01202432345598936, 0.0140966372564435, 0.10948050767183304, -0.005509964656084776, 0.05597619339823723, 0.022788209840655327, -0.03400018811225891, 0.009489200077950954, -0.039336998015642166, -0.019853277131915092, -0.07109112292528152, -0.06746397912502289, -0.13479378819465637, 0.04383061081171036, 0.02618996426463127, 0.02246401086449623, 0.10127183794975281, -0.01864667981863022, 0.03599579632282257, 0.0008220729068852961, -0.012825410813093185, 0.07672449201345444, -0.028499580919742584, -0.015133720822632313, 0.01941649243235588, 0.009386865422129631, 0.06225792318582535, -0.026410315185785294, -0.0037533966824412346, 0.09456945955753326, 0.035791702568531036, -0.01622653380036354, -0.014558082446455956, 0.01975014992058277, -0.020379235967993736, -0.08834809809923172, 0.0832599326968193, -0.026116566732525826, -0.05055577680468559, -0.03203098103404045, -0.007411428261548281, -0.008923007175326347, -0.0329536497592926, -0.002401093952357769, -0.00781004223972559, -0.04065380617976189, 0.02874751389026642, 0.03867829218506813, -0.033385440707206726, -0.09870293736457825, 0.06249747797846794, -0.08864199370145798, -0.025807758793234825, 0.02458728477358818, 0.03976540267467499, 0.011244021356105804, 0.03677244111895561, 0.043241508305072784, 0.04940587282180786, 0.032727841287851334, -0.007285157684236765, -0.05769916623830795, -0.05480409041047096, -0.13793371617794037, -0.030097099021077156, 0.03814933821558952, 0.09551386535167694, -0.05763781815767288, -0.015133379027247429, -0.014039150439202785, -0.05375456064939499, -0.061194028705358505, 0.04757643863558769, -0.047977082431316376, -0.0453174002468586, 0.06109100580215454, 0.03160826489329338, 0.042619168758392334, 0.035980258136987686, -0.05086027458310127, -0.0681484043598175, 0.02296069823205471, 0.009347298182547092, 0.01982155255973339, 0.0002008737501455471, -0.03177334740757942, 0.07071341574192047, -0.008660770021378994, -0.02300664782524109, -0.00021795855718664825, -0.03978479653596878, -0.018246501684188843, -0.06537622213363647, -0.005628329236060381, -0.0676020085811615, -0.0042354450561106205, -0.11372238397598267, 0.0031093924771994352, -0.019506292417645454, 0.0916474461555481, -0.026657700538635254, 0.022089723497629166, 0.06418479233980179, 0.03258341923356056, 0.0794685035943985, 0.02768179215490818, 0.0016839038580656052, -0.03299500793218613, -0.014345904812216759, -0.02278577722609043, -0.08343374729156494, -0.027930673211812973, -0.03425144404172897, 0.047012194991111755, 0.10207605361938477, 0.014538038522005081, -0.0005812429590150714, -0.013220900669693947, 0.021178483963012695, -0.05518552288413048, -0.0203704796731472, -0.011324095539748669, -0.0381111316382885, -9.342112025478855e-05, 0.0054542627185583115, -0.03069968894124031, 0.025497013702988625, 0.056421536952257156, -0.051309406757354736, -0.011676757596433163, 0.03013007715344429, -0.059177644550800323, 0.16844268143177032, 0.03223273903131485, -0.0010698018595576286, -0.07668168842792511, 0.008138253353536129, -0.040805693715810776, -0.010996606200933456, 0.05043112486600876, 0.08012153953313828, -0.00198242231272161, -0.03098611906170845, 0.08693071454763412, 0.044826701283454895, -0.011860640719532967, 0.009499226696789265, -0.07717978954315186, -0.058132704347372055, 0.04976177588105202, 0.09941602498292923, -0.06017105281352997, -0.015127144753932953, 0.045252442359924316, -0.038361210376024246, -0.047528184950351715, 0.12528270483016968, -0.04989895969629288, -0.043583597987890244, 0.017771774902939796, 0.06513335555791855, 0.003085424192249775, -0.04651670157909393, 0.01412076223641634, 0.022248029708862305, -0.018256861716508865, 0.010547706857323647, -0.07523812353610992, 0.011021316051483154, -0.007059283554553986, 0.006173985078930855, -0.007345861755311489, 0.06980592012405396, 0.03983120620250702, -0.05093484744429588, 0.03744180500507355, 0.025266315788030624, 0.01577834226191044, 0.031009947881102562, 0.012733095325529575, 0.08321287482976913, -0.10417021811008453, 0.06980881094932556, -0.039281945675611496, -0.007087880279868841, 0.03220744431018829, -0.01872077025473118, 0.04425597935914993, -0.06730319559574127, 0.05521342530846596, -0.05391683802008629, -0.017977399751544, 0.03203582763671875, -0.013600179925560951, -0.05538741499185562, -0.0516769103705883, -0.08676891773939133, -0.011657895520329475, -0.0837254598736763, -0.007017959374934435, 0.0634666457772255, 0.037167154252529144, 0.012479238212108612, 0.0012743247207254171, -0.0574650913476944, -0.03586047142744064, -0.0018543240148574114, -0.011317789554595947, -0.03801323100924492, -0.11191780865192413, -0.031807392835617065, -0.10020645707845688, 0.011546717025339603, -0.09668543934822083, -0.03429786488413811, 0.06529632210731506, 0.0277280043810606, -0.05585319921374321, -0.06447006016969681, 0.03863398730754852, 0.011013449169695377, -0.09506214410066605, -0.03944419324398041, -0.009560744278132915, -0.032785072922706604, 0.03388882055878639, 0.07903680950403214, -0.08166816085577011, -0.034951575100421906, -0.08427096903324127, -0.08558491617441177, 0.022105295211076736, 0.04649072885513306, 0.048436395823955536, -0.009442141279578209, 0.011952269822359085, 0.023917874321341515, -0.0047693573869764805, 0.034174542874097824, 0.025222929194569588, -0.09099160879850388, 0.002051670104265213, 0.025992022827267647, -0.048191800713539124, -0.07637173682451248, 0.07141616195440292, 0.004658750258386135, 0.00307740387506783, 0.010313698090612888, 0.012504857033491135, -0.07557225972414017, -0.051144544035196304, 0.045487672090530396, -0.07930168509483337, 0.03462791070342064, 0.07355845719575882, -0.009351884014904499, -0.00962019618600607, -0.03148190677165985, 0.04721745848655701, -0.042501311749219894, -0.0010753079550340772, -0.058031514286994934, 0.023426556959748268, -0.0424935445189476, 0.10271739959716797, 0.045995816588401794, -0.026649074628949165, 0.043733276426792145, 0.02844066359102726, -0.058758415281772614, -0.011773161590099335, -8.254571002908051e-05, -0.04432176053524017, 0.004653282463550568, -0.056411661207675934, 0.012460063211619854, -0.05195365846157074, 0.057557400315999985, -0.03468577191233635, -0.007809196598827839, -0.010440124198794365, 0.1024695560336113, 0.11640994250774384, 0.0013685324229300022, -0.11098892241716385, 0.12564978003501892, -0.005675141233950853, 0.017204245552420616, -0.018327437341213226, -0.009873504750430584, 0.01084512285888195, 0.03034921921789646, -0.04842950403690338, 0.027067003771662712, 0.021746890619397163, -0.039092715829610825, 0.053926173597574234, -0.07426498085260391, 0.13820354640483856, -0.048970941454172134, 0.006301930174231529, -0.031315483152866364, -0.11107145994901657, 0.02278108522295952, 0.004237631801515818, -0.04937846586108208, -0.030977435410022736, 0.07985538989305496, -0.09366589784622192, -0.028320536017417908, 0.020837942138314247, 0.08721824735403061, -0.030075063928961754, 0.04526880010962486, -0.05427508428692818, -0.028678452596068382, -0.018170371651649475, -0.011290411464869976, 0.0042459541000425816, -0.08999534696340561, 0.04916074126958847, 0.01754549890756607, 0.04009262099862099, 0.008139774203300476, -0.051320284605026245, -0.05547603219747543, 0.031560368835926056, 0.0630413293838501, 0.03155922889709473, -0.07872324436903, -0.03487011417746544, 0.053248949348926544, 0.03604956343770027, 0.08081680536270142, 0.047199275344610214, -0.021996144205331802, 0.0361877866089344, 0.014845428057014942, -0.02669360861182213, 0.03136824071407318, 0.10001931339502335, 0.06989894062280655, -0.0029384829103946686, 0.03210417926311493, 0.06179865449666977, -0.039883844554424286, 0.062042731791734695, -0.024139786139130592, 0.11238892376422882, 0.023395994678139687, -0.04958430305123329, 0.016066448763012886, 0.04155486077070236, -0.021092653274536133, 0.06116483733057976, -0.014457694254815578, -0.014828753657639027, 0.0015050267102196813, 0.03721199929714203, 0.07827717810869217, -0.02862180769443512, 0.005322221200913191, 0.0937003344297409, -0.007940934039652348, -0.009132188744843006, 0.04795176535844803]"
